1 15165
1 6457
1 2126
1 2588
1 5494
1 4075
1 10223
1 2526
1 10964
1 3593
1 3660
1 11129
1 16814
1 8071
1 374
1 12826
1 3012
1 2821
1 4235
1 11328
1 3367
1 5903
1 1371
1 3691
1 28
1 5819
1 5223
1 380
1 226
1 1917
1 10494
1 618
1 2744
1 12530
1 3710
1 8164
1 2269
1 6548
1 15759
1 5628
1 8462
1 914
1 4256
1 7399
1 14
1 245
1 8166
1 4869
1 5469
1 6071
1 5793
1 4993
1 3045
1 5326
1 1742
1 1345
1 9055
1 14476
1 13442
1 5431
1 14366
1 10474
1 11610
1 1910
1 15703
1 7111
1 13912
1 9902
1 11392
1 15735
1 3737
1 4932
1 4202
1 5262
1 15267
1 1647
1 13173
1 12357
1 13661
1 11091
1 1811
1 830
1 1407
1 9888
1 2731
1 1167
1 724
1 1833
1 2297
1 4462
1 2007
1 149
1 13520
1 5719
1 5530
1 86
1 888
1 8721
1 2341
1 2828
1 1247
1 1891
1 8692
1 4421
1 10024
1 568
1 16776
1 132
1 2206
1 1866
1 7822
1 10221
1 162
1 11138
1 9049
1 8211
1 6979
1 15862
1 9765
1 4737
1 10857
1 13437
1 12526
1 728
1 559
1 5122
1 14722
1 10614
1 15263
1 12441
1 13398
1 13240
1 16687
1 4370
1 335
1 1840
1 9123
1 4246
1 868
1 856
1 15838
1 11202
1 1090
1 15897
1 68
1 15822
1 5780
1 7031
1 2302
1 10086
1 11255
1 9529
1 11095
1 11205
1 7922
1 245
1 2034
1 4356
1 78
1 6341
1 6285
1 4838
1 5989
1 2298
1 7825
1 13871
1 7614
1 3833
1 448
1 1890
1 3089
1 9423
1 8953
1 5006
1 7112
1 1277
1 3336
1 4989
1 11772
1 10322
1 12150
1 11753
1 12867
1 2519
1 7001
1 13193
1 9712
1 15059
1 6443
1 2091
1 13235
1 948
1 2456
1 821
1 2618
1 16319
1 6327
1 2294
1 5991
1 4613
1 14041
1 15987
1 7993
1 12880
1 13921
1 5624
1 15884
1 10921
1 4091
1 16
1 7680
1 3580
1 1122
1 10194
1 1137
1 1196
1 6919
1 1182
1 3783
1 9020
1 7074
1 55
1 10505
1 7447
1 2085
1 13568
1 648
1 15088
1 10621
1 2691
1 5768
1 1722
1 8541
1 6025
1 6715
1 4660
1 7153
1 15882
1 5408
1 13924
1 6280
1 5322
1 12220
1 12523
1 1424
1 1
1 14835
1 3431
1 10094
1 1928
1 3630
1 2240
1 15531
1 7377
1 12339
1 7255
1 9043
1 10531
1 485
1 2178
1 7266
1 7430
1 5248
1 2918
1 220
1 5312
1 8227
1 725
1 13179
1 4566
1 3919
1 12164
1 2078
1 15292
1 4809
1 16520
1 4423
1 14535
1 16162
1 14177
1 7010
1 10125
1 5773
1 243
1 4763
1 4002
1 1100
1 7000
1 15749
1 11160
1 586
1 1181
1 4256
1 505
1 7837
1 7785
1 13943
1 14242
1 247
1 8801
1 276
1 10009
1 13670
1 7500
1 689
1 11654
1 13802
1 10614
1 2887
1 4779
1 2798
1 16353
1 4318
1 6549
1 12190
1 16523
1 401
1 11723
1 226
1 11264
1 1862
1 2018
1 6357
1 8648
1 7303
1 5001
1 9192
1 11328
1 14589
1 8103
1 4012
1 2768
1 2714
1 1496
1 12244
1 3377
1 14022
1 9569
1 4973
1 1377
1 1096
1 15268
1 13756
1 1184
1 16024
1 63
1 2787
1 1960
1 9669
1 11240
1 2792
1 1042
1 7231
1 7215
1 3468
1 564
1 9345
1 14883
1 6229
1 4352
1 11374
1 15358
1 13186
1 3545
1 8831
1 12401
1 5819
1 1913
1 5350
1 12011
1 7092
1 2682
1 15651
1 12730
1 1203
1 430
1 14453
1 704
1 3803
1 15059
1 1205
1 1919
1 14917
1 15
