10 11919 9907 5114 13363 3950 16163 3595 11650 5614 4626
10 12896 15047 12588 13468 1519 15422 16495 16098 1843 5031
10 5266 6449 3009 791 1329 5129 4671 7748 7872 6385
10 706 892 755 776 4973 895 2991 721 756 5056
10 11877 5494 9046 2678 7798 4035 5439 5758 13250 11904
10 689 954 6344 670 809 3657 1964 1709 649 6037
10 11253 7499 3917 7492 6723 3292 7495 10223 3579 6247
10 2526 11321 11105 13587 11546 1545 5384 9422 8898 12899
10 10964 2215 4506 7280 3446 11906 4832 861 5433 4887
10 13415 7518 8711 14002 8286 6620 3887 8183 7786 2000
10 1238 135 3672 2452 1423 1128 10410 5216 4702 2449
10 970 3076 2451 14287 2742 5001 6797 2914 3120 12969
10 10265 4211 10987 14332 4223 13002 11602 1480 9887 4411
10 4777 3877 7000 7054 6037 1837 7229 2902 3075 277
10 374 4420 10737 12571 12681 4079 9628 9533 7453 2533
10 16045 16319 16098 12826 15113 6359 11640 4179 15708 823
10 4283 12201 2794 5603 13086 2637 2635 1181 1180 3012
10 2821 2720 5701 4667 2719 4139 2721 3821 3591 3970
10 3614 4797 5836 4235 5994 2464 9700 6863 3064 4629
10 12462 13942 11584 14168 14164 14523 11211 11158 14018 6484
10 5895 5616 5882 1534 5108 5904 5625 1122 1689 5624
10 108 5883 5899 1181 1114 5884 5901 5902 3316 1691
10 2338 710 1372 1115 280 430 3067 5733 8698 1156
10 9692 11273 1937 16134 10860 3726 9693 9695 3691 11246
10 14603 10919 14939 15200 16464 10944 15862 10966 13972 380
10 4881 7507 1713 5819 5550 4958 5895 1720 1967 7555
10 9842 12825 12770 12771 15246 10240 6572 4018 13055 11743
10 1941 6798 2691 3324 6810 5590 6806 6805 3327 6799
10 226 3414 1345 7658 6544 5056 1213 4343 1181 7827
10 3533 9162 1104 1915 1974 2523 12520 6674 6927 2609
10 1584 586 11182 10494 1525 2048 3853 6138 2024 3170
10 752 12878 4211 13898 3100 618 3734 13319 14134 8836
10 8504 9893 8511 5774 10495 10304 12255 7545 11091 2744
10 11918 14382 14684 16493 15858 10991 16101 12530 15908 3646
10 2236 15931 241 8452 14345 7200 14611 9404 4112 15194
10 13887 9155 14687 11100 8164 10089 6739 6917 9193 10699
10 3230 9580 9688 1130 10910 12293 11977 11236 2269 6413
10 3315 11836 2901 3310 9293 659 6548 4755 6326 3850
10 6325 13534 14629 12505 16166 13279 2712 15759 13258 14687
10 5625 5624 5629 5626 5632 5615 5623 5627 5070 5633
10 13742 8462 10098 11159 2389 2419 442 822 2653 1247
10 6430 11966 914 9261 6664 7515 1759 1980 7631 1449
10 7142 5389 701 4133 8017 3498 4262 11948 888 6020
10 7746 2723 10555 8569 9720 4634 2404 7194 3767 3220
10 3433 14 4854 380 10416 7154 10583 16 2216 9400
10 1885 619 3758 3022 12410 245 229 1884 538 3442
10 8166 15537 13239 15930 12290 15977 16732 15532 1631 13353
10 2927 14526 1582 10637 1657 7587 1616 7596 8336 10776
10 8154 10814 10815 4303 3413 1727 2944 3331 7465 9695
10 1619 14120 5714 772 684 16846 16509 13561 11703 16487
10 5900 9998 6338 5793 1891 5267 1665 1122 10506 9392
10 10633 12572 13861 14968 1033 4492 15122 396 11376 12563
10 3027 4605 6797 9307 11537 9454 6437 2446 11692 4603
10 2585 6724 9559 11837 4966 10282 5326 4560 13062 6035
10 7701 10329 879 3273 7957 5064 2664 465 6660 6360
10 7049 14307 4869 1345 15545 3281 13092 12080 8400 3804
10 8753 6834 6783 9055 2346 3536 9133 705 7641 5768
10 12468 16057 2629 14253 6359 1226 15262 6294 15361 15276
10 12040 15931 14700 16208 16468 4675 14097 13016 14751 10947
10 7147 1188 1209 2229 6637 6920 845 8415 5147 760
10 1104 12383 6730 14090 1203 11538 845 14366 14829 1944
10 6623 1665 11921 10844 11003 10474 10585 10579 9824 247
10 5839 12621 13873 11915 13962 11666 11037 13290 13216 5838
10 2057 2753 2539 1152 1910 148 2391 1903 917 937
10 14180 14089 9859 15703 4117 11610 13442 14767 13216 14097
10 1767 5684 2030 11757 7565 2448 10039 7111 474 5647
10 6247 3710 9186 5563 2822 13351 9475 1132 1675 2353
10 10962 10971 11618 3981 1462 8161 11947 7894 8928 11707
10 11416 5061 5666 11389 7403 11465 11450 5669 1740 11438
10 4857 15735 12465 15877 15310 15209 14461 15082 15461 7325
10 1706 1900 3711 4345 4346 1974 1047 1230 4630 4100
10 2312 6612 9236 1213 4101 1346 8012 10012 6110 1359
10 14 12390 6188 477 79 5411 2778 9578 10944 746
10 1090 8152 11888 5262 16045 7636 14576 7996 11926 8925
10 11245 15267 10859 15484 13568 2145 16784 16853 10984 11797
10 14870 3148 7002 3296 3 13410 6138 7304 81 4096
10 13173 5311 3885 2164 2301 4254 9494 12209 4793 5308
10 446 12199 4307 12357 11650 2947 8884 7918 10485 3018
10 13782 13704 13756 13778 13706 13751 13635 13720 13765 13661
10 2794 4685 13364 2788 2462 12481 7922 11091 10305 998
10 3775 6669 6266 4477 6221 5044 6671 6670 977 1811
10 11269 864 10686 830 5261 7513 856 2752 5963 8858
10 608 562 1493 1053 8945 6578 11714 8102 1409 638
10 12715 12074 821 11199 1203 5261 8733 12128 2066 9888
10 12241 2715 3232 2731 6827 2382 2732 8181 5120 3231
10 8938 7042 1209 328 9655 929 9726 4686 1665 1167
10 7658 10214 8670 11618 755 893 140 4511 4807 2467
10 1328 1831 1820 546 1824 1330 1839 642 1836 1970
10 2985 2986 1478 680 7567 4223 14907 13047 1933 2297
10 9805 5740 1401 240 2336 6936 1348 5781 11942 99
10 13144 1015 2127 7165 9930 5058 3694 6743 5587 400
10 30 135 137 136 2283 657 29 2315 2352 120
10 1700 1712 5743 6419 14102 12254 2383 6416 1931 13520
10 4547 8791 663 4082 80 1159 8812 4005 3981 5719
10 3115 4286 1243 150 173 273 317 409 2437 302
10 335 3648 6127 1263 119 2293 1747 2505 32 6199
10 4787 1948 888 2102 681 4364 4790 4789 1454 2100
10 3978 10739 453 7270 4201 9529 2793 9200 3176 1394
10 4331 7829 655 4135 1681 5955 10644 10491 10035 6264
10 7763 3921 888 3922 4409 7660 139 4426 2828 6502
10 2462 4677 5291 4421 7969 3388 2355 3333 3830 2378
10 1003 10739 2114 1835 3494 8377 1423 4820 7117 902
10 3117 10669 2017 4671 7834 1403 6351 560 1332 9493
10 10087 4421 13436 14456 11200 14391 13874 13943 12423 15071
10 10898 11334 10024 8590 291 11092 3391 8065 10899 6387
10 2453 3651 546 1487 1384 1978 790 2515 1331 568
10 8274 16776 16379 16977 16271 16777 15950 15316 14657 16740
10 7458 1377 10577 8697 7978 11794 906 1751 6774 4739
10 3445 101 3077 23 1047 14 48 3079 3085 3086
10 1028 1866 2525 1050 9579 49 1818 1852 54 5588
10 4174 1115 11467 2566 9332 7823 7822 6906 11463 2560
10 10170 12425 8522 3941 12456 10221 9933 10791 6577 11589
10 4444 7898 7416 8628 4792 1924 1428 1225 11548 557
10 845 10411 16755 5691 14141 8440 8834 15577 10718 4189
10 11235 10216 1975 2216 5692 10746 5430 523 3186 8911
10 8217 12395 903 1160 6549 13128 6469 8211 5097 8960
10 1755 6034 4234 6979 1546 93 2750 1610 9966 97
10 15741 15832 15698 15288 15958 15895 15638 15158 14591 16924
10 2290 2221 1519 9222 14808 10513 4682 7194 10363 2216
10 656 4737 4731 524 4740 2803 1876 4736 9455 453
10 426 7414 8360 12933 2900 12173 13008 4484 10857 8028
10 15027 5343 4961 13437 3191 10358 2240 250 8859 11357
10 4624 16069 14726 15911 12831 8748 6874 15738 12808 14607
10 9591 156 4446 9026 9358 728 4079 3113 5034 10644
10 1930 6048 4130 405 3953 1933 7315 7786 12751 1134
10 6098 5122 3245 8618 2208 8606 2227 7627 11930 6377
10 15090 9714 16621 16696 16471 16472 5787 16961 16271 15878
10 2667 7267 7266 13048 4028 5284 9581 8278 11676 2364
10 14745 15149 1199 5503 13602 14214 15530 15916 16095 11571
10 76 13814 3932 6188 2725 12453 1957 12361 12460 16334
10 16279 14989 15765 14621 1199 14078 15781 11862 12775 1580
10 758 10238 1409 607 8816 10278 14533 10237 4108 7933
10 16752 16923 16883 14505 13958 16791 15028 16869 16373 13964
10 3120 9957 7054 4916 3877 8740 2992 3665 5872 1046
10 11510 335 4538 197 7738 1729 1435 223 2201 1041
10 481 10101 22 639 4207 6809 1828 2691 3844 8188
10 6447 13351 1709 1732 9378 4982 6446 1115 7822 9123
