1 12684
1 5031
1 6449
1 2991
1 761
1 1709
1 13406
1 13587
1 8587
1 9590
1 11027
1 4638
1 12441
1 1837
1 374
1 12826
1 220
1 2721
1 3064
1 12842
1 20
1 5896
1 5733
1 15267
1 14939
1 5895
1 13055
1 3327
1 7827
1 1974
1 3853
1 3100
1 4988
1 12530
1 10270
1 2954
1 2269
1 3850
1 16166
1 5617
1 2441
1 7208
1 1947
1 2397
1 3981
1 3444
1 16732
1 7587
1 10814
1 16215
1 9392
1 10599
1 4912
1 11776
1 6660
1 7793
1 6834
1 6976
1 14279
1 2838
1 1944
1 247
1 11610
1 937
1 14097
1 474
1 10250
1 12055
1 6904
1 15461
1 2596
1 9935
1 15861
1 2914
1 12067
1 15263
1 4793
1 12199
1 13705
1 2794
1 6671
1 11268
1 596
1 8733
1 6827
1 3516
1 659
1 1827
1 680
1 4462
1 9803
1 2283
1 2383
1 8397
1 150
1 1263
1 3891
1 477
1 380
1 1461
1 4421
1 5702
1 4254
1 14553
1 11334
1 790
1 16379
1 7978
1 2369
1 490
1 7822
1 3941
1 139
1 13439
1 1043
1 6895
1 8620
1 16014
1 9220
1 9455
1 2900
1 250
1 16089
1 9026
1 11518
1 6377
1 12362
1 1648
1 15644
1 76
1 7481
1 1408
1 16250
1 3120
1 888
1 10952
1 1709
1 5475
1 2485
1 860
1 12085
1 2080
1 11771
1 10430
1 262
1 15017
1 5780
1 7031
1 5249
1 5398
1 14808
1 5711
1 14275
1 444
1 11362
1 276
1 9330
1 2785
1 1683
1 10019
1 926
1 14682
1 3644
1 2292
1 8323
1 767
1 15911
1 2920
1 11136
1 1852
1 1919
1 544
1 4740
1 7814
1 5761
1 4070
1 1206
1 8471
1 10491
1 12174
1 12408
1 1482
1 16721
1 10162
1 8323
1 14073
1 12571
1 3148
1 7606
1 2091
1 785
1 1038
1 9608
1 3988
1 1
1 14988
1 6689
1 521
1 3846
1 5560
1 13786
1 15890
1 10744
1 12811
1 16467
1 5618
1 14399
1 4247
1 5934
1 12201
1 7672
1 3763
1 1023
1 6241
1 1127
1 16251
1 3659
1 2203
1 4738
1 11954
1 10421
1 55
1 13514
1 7624
1 9422
1 1561
1 4580
1 13740
1 1590
1 15433
1 5138
1 2448
1 8685
1 520
1 512
1 12492
1 2657
1 16007
1 11686
1 14475
1 1430
1 2216
1 1655
1 14019
1 359
1 43
1 14942
1 4731
1 135
1 7152
1 11648
1 13059
1 8230
1 5681
1 4933
1 16297
1 9043
1 10506
1 3573
1 3377
1 1816
1 7430
1 5729
1 6326
1 5741
1 3970
1 15086
1 609
1 13972
1 8100
1 6334
1 5161
1 15484
1 6230
1 2874
1 14368
1 4426
1 335
1 6988
1 3638
1 7010
1 12432
1 5028
1 1415
1 5002
1 13430
1 3220
1 5339
1 15749
1 6470
1 11146
1 2501
1 4251
1 147
1 5918
1 16045
1 14150
1 13804
1 3514
1 520
1 1123
1 10009
1 13689
1 7720
1 15363
1 14288
1 14615
1 1805
1 581
1 7216
1 3726
1 16029
1 13461
1 8516
1 12840
1 5381
1 3610
1 5949
1 2469
1 10391
1 4811
1 407
1 6316
1 9280
1 276
1 9917
1 5252
1 14034
1 47
1 2060
1 1929
1 2914
1 2373
1 4470
1 15958
1 10368
1 12419
1 4643
1 16024
1 6822
1 7279
1 14080
1 13713
1 12152
1 11524
1 5252
1 3638
1 880
1 390
1 11240
1 120
1 5037
1 8521
1 10247
1 1468
1 564
1 847
1 15926
1 5584
1 15266
1 3914
1 11331
1 3305
1 5315
1 13482
1 5410
1 1141
1 11986
1 7584
1 9917
1 16111
