10	13187	3297	13924	10008	11853	14851	5114	3404	3171	14676
10	15800	16495	15047	5572	14476	15458	15515	16438	12896	1896
10	5266	9090	3009	1329	791	8800	4792	1767	517	6331
10	709	892	4973	776	755	895	5056	2991	756	706
10	5494	7798	11904	5758	4034	13250	761	5439	9046	11877
10	899	7302	953	649	5531	5451	1964	6037	809	7167
10	6723	7492	8644	7499	3579	10223	3292	7495	13406	6247
10	11321	1545	2526	13587	9422	12899	8898	11105	5384	11546
10	2215	5118	9604	10964	5768	9055	4862	2461	6364	11906
10	8469	11900	7786	7590	8223	13415	2000	2439	2095	8711
10	1238	1389	8968	7650	1124	10712	6355	4775	2770	135
10	211	4610	12352	12000	450	14287	12313	11664	1919	1806
10	6442	9835	2289	4202	4223	16039	3705	4408	11491	15955
10	1403	3075	5040	2878	1837	7229	8071	966	6512	7054
10	7453	2533	10737	7029	4079	374	12571	9628	4420	12681
10	16098	15113	823	16045	11640	15708	6359	12826	16319	4179
10	12201	15928	3012	220	2635	5849	8020	2794	2637	14022
10	2720	2821	2721	7313	4667	6416	3481	3970	4139	3821
10	9700	4629	2464	3614	3064	4235	6863	4797	5836	5994
10	11584	13491	14348	14523	14168	14164	11158	11211	13443	14018
10	3321	1664	1250	5617	5888	108	5892	994	7072	3316
10	5880	1671	5893	5903	3367	2596	5889	1689	108	1677
10	2785	10465	2883	909	2787	6971	430	2077	6919	2345
10	10730	12429	15225	15030	14498	9914	3441	4048	15412	9692
10	2533	23	15600	10919	14035	7004	15584	11885	10966	16325
10	7554	2159	5819	826	2211	1832	1141	5895	7507	1967
10	8901	4018	5745	12771	5223	12825	6416	4406	6572	4587
10	5834	2822	3467	6805	6811	100	8346	10935	3329	6800
10	2216	7827	6544	1181	4343	226	7658	1345	1213	5056
10	1192	3666	3533	1104	7519	12520	1915	7018	1700	2523
10	1640	107	10780	3170	6423	586	2024	10872	1563	1584
10	3734	8836	14134	14379	618	14105	13319	12878	752	3100
10	7545	10605	11091	9893	4988	2744	5774	12255	10388	8420
10	13058	16101	13647	8949	13410	16192	14382	9163	12530	3646
10	7625	14611	12513	13490	13182	9964	3188	11208	2236	8452
10	6739	13577	2715	14687	2954	7672	6917	13890	13859	13887
10	1130	6413	12293	3230	10910	11236	9688	9580	11977	2269
10	9293	9376	660	32	7622	135	861	6351	2691	859
10	6325	2712	14629	13258	14574	12505	14687	13279	15759	16166
10	5070	5619	5635	5626	5630	5623	5621	5617	5618	5615
10	2441	2389	2419	11159	10098	13742	9025	2653	8462	442
10	9744	12585	1442	1759	1446	5820	7208	6430	10790	1379
10	8870	12132	3051	10218	10797	888	10812	3498	3158	11741
10	2235	13463	13643	7194	7747	10556	7399	1865	15031	549
10	3419	4854	3556	9290	14	477	2206	1200	1226	1706
10	3442	3022	5591	1886	3444	538	619	3758	3141	16294
10	16581	8797	13830	14443	15867	15357	16466	15609	12085	1631
10	1023	1616	10376	4404	1582	2023	3127	1810	14526	26
10	5944	3897	5429	1856	7954	8590	4651	2944	5469	8566
10	15577	13853	8264	8396	5169	1613	4165	1310	13036	1665
10	9392	1181	3475	1974	10506	1891	328	8976	944	5267
10	10185	7800	13426	3637	10626	433	5847	7130	4681	1162
10	4212	3260	4605	1403	4609	9024	2446	11692	807	6437
10	6035	11082	13145	12306	11249	5787	2657	10282	5326	205
10	6360	3308	6819	2875	7989	3862	6115	3307	879	7696
10	11050	12527	2146	3072	12665	6617	11260	6104	501	11032
10	705	6783	6834	7641	2346	9055	8753	9133	3536	5768
10	12244	16053	16057	16221	15361	16060	15641	14508	16061	16731
10	12040	14279	14278	727	13955	579	14700	11737	12760	13222
10	8415	828	6920	671	1209	6096	2388	853	5148	7159
10	12383	1944	14366	6730	1104	845	11538	14829	1203	14090
10	10474	10585	10844	6623	247	11003	9824	11921	1665	10579
10	3815	8204	8807	11610	8460	4502	5838	11037	9206	11915
10	937	917	2753	1152	148	1903	2539	2057	1910	2391
10	4117	13442	13216	15703	5726	11610	14767	13180	14278	15860
10	13493	7565	15037	1767	11757	2448	3988	2030	14734	5646
10	6366	1132	4457	14607	6027	6653	11998	6247	10437	1009
10	12417	11685	11992	9902	8161	1462	11783	7894	10492	7372
10	11457	6908	10255	4174	11411	11421	6950	5666	11391	1740
10	15209	15082	15310	16210	14461	15461	4857	7325	15877	15735
10	4171	450	4100	4167	1047	3311	4343	921	2216	3354
10	2312	1213	4548	4101	6612	2397	8012	490	9935	4334
10	5411	14	28	477	79	746	9578	6188	2778	12390
10	5262	8152	14576	11888	8925	4086	16045	1090	2914	7636
10	12049	14231	16252	12067	16853	16045	15309	16156	5283	2145
10	16658	1579	15263	113	6138	14239	15091	6123	7304	9773
10	13173	2164	3885	9494	2301	5311	4793	12209	4254	5308
10	7918	3018	12308	2947	1886	446	8884	12199	3342	3222
10	13766	13657	11100	14045	13904	13780	13772	13692	13667	13675
10	11091	998	2794	13364	7922	12481	2462	2788	4685	10305
10	6670	1811	6669	977	4477	3775	6221	5044	6266	6671
10	2752	11270	856	5963	8410	11269	8858	830	11268	5261
10	3015	2252	10907	571	3128	2515	595	644	769	1493
10	12715	9888	12074	2066	8733	5261	1203	12128	11199	821
10	14456	5538	11502	2478	8181	386	7074	4078	4929	4080
10	929	2388	1167	3516	9655	328	7042	1209	10031	8878
10	7658	5453	12271	2769	7605	6794	16914	12670	335	4036
10	546	10639	1328	1826	1829	1833	1839	1970	1825	1824
10	2986	7567	680	2985	1478	14907	4223	1933	13047	2297
10	5781	4585	3599	567	11942	4464	99	1372	11142	9805
10	917	1650	2127	10249	140	7361	483	11567	4834	1192
10	29	2352	136	447	2283	656	134	657	120	137
10	6419	2383	1712	1700	11866	1931	14102	5743	6416	12254
10	4747	1763	1272	546	4746	5719	8812	5811	7200	8927
10	147	378	4286	174	12182	150	1243	221	3115	173
10	4997	86	10507	2547	1747	1263	11209	4998	12931	8463
10	1946	1767	3891	4789	2930	3811	4786	4364	3051	1454
10	9372	15097	3223	4201	3973	12056	8721	10029	13644	1394
10	4027	6264	1681	10644	4135	2433	10035	10491	2341	4079
10	7922	4426	7763	3921	8520	888	4446	6502	139	4409
10	2378	2462	3435	3333	5855	1247	4677	7154	4343	3830
10	902	7117	6548	9386	3293	5333	5752	1891	9571	10739
10	7682	4671	9814	680	1875	12894	4254	4609	1403	4011
10	15071	13436	4421	10087	2053	13874	11337	10605	11200	12423
10	10898	10212	4062	10024	291	8294	1860	8590	255	3391
10	2120	568	1978	546	1331	902	1409	790	2121	595
10	15316	12445	15856	16658	16842	8274	16733	16776	16379	16831
10	10578	4498	4739	7978	1377	11499	9962	11672	906	1751
10	3858	3083	3472	48	1048	485	1383	3078	792	3085
10	1028	49	9579	1818	54	1866	1852	5588	2525	490
10	2690	11467	2560	6906	2566	1157	1115	11463	9332	4174
10	6577	9933	106	8522	6412	10791	12425	10690	12456	10170
10	2082	4445	2391	615	718	3233	11322	3080	1778	3026
10	14946	10718	15577	13301	13439	8440	845	4189	3528	13108
10	3582	5692	7317	9827	8001	1043	2237	2221	7447	523
10	1160	6549	13128	8211	8960	6895	1397	12395	4491	8217
10	2284	1002	10739	23	8196	9214	8228	1610	6307	5488
10	15113	16924	16787	15676	16249	7440	15900	15790	15789	15638
10	9369	3221	2221	6333	3178	1379	2290	13407	9969	14267
10	1876	4740	656	453	524	4731	9455	4736	4737	2803
10	12933	12173	7414	8360	426	4484	8028	10857	13008	2900
10	250	5343	8859	10358	13437	4961	8163	3191	15027	5508
10	12335	14676	14872	15911	12831	16054	10740	15033	12808	14609
10	9591	9358	728	9026	156	10644	4079	4446	5769	3113
10	1930	3418	7841	4004	6048	11518	1933	3953	4130	2836
10	10526	11930	3245	3690	7627	2208	5122	6377	8618	2227
10	16322	15208	15183	16775	15934	15127	12557	16472	9635	16375
10	3172	1130	8669	7266	13048	12053	767	11820	8278	5284
10	16409	15699	10376	16084	15263	14214	14498	10124	16700	14143
10	2760	12296	13436	9541	11352	9179	8271	1957	14290	3118
10	15472	12818	7711	10545	6359	14657	15765	12459	12628	14257
10	16477	5459	10237	607	4108	6644	12486	5207	7822	10238
10	16752	16883	15586	13452	14505	13964	16869	16373	16923	15064
10	7054	8740	3665	1046	2992	4916	9957	3120	2592	10199
10	13220	2430	335	13199	4845	2201	7738	230	1435	2299
10	2691	8188	2767	1796	11064	10101	2078	1828	6809	14
10	7823	9575	2028	7822	845	1709	1732	6482	6447	6097
10	761	1296	1317	1305	2240	502	250	5504	4649	5475
10	1026	1497	1490	705	5676	482	868	6818	802	1027
10	864	852	863	658	857	830	860	861	858	831
10	16723	16921	16288	16909	16185	16107	14647	15736	16658	12085
10	6798	7672	1995	2082	2966	9835	6384	11202	5690	746
10	1090	5311	4349	13548	108	2164	4331	9919	11771	5308
10	3981	12842	16043	8420	9164	12928	14176	9978	11186	13443
10	2	68	119	262	4821	4931	4819	4823	235	109
10	13020	15017	15871	14663	15403	15745	15772	15883	15822	14646
10	3981	285	4585	8698	567	280	2800	380	5780	9759
10	2208	7031	6947	11493	5487	3899	11641	12516	11922	2516
10	4499	11783	143	2302	142	217	4327	11349	69	709
10	10086	4684	7969	10430	69	7225	525	9164	443	9541
10	2051	11255	14194	2914	12764	16353	15113	14808	6294	11888
10	10104	1209	5711	10158	11171	6774	9529	4858	1164	7042
10	14275	14731	2568	2562	7564	11095	11401	13278	2394	5688
10	2489	12202	8014	12276	12291	14450	11661	11205	11768	444
10	486	11362	380	71	11056	6138	12571	7398	9141	13082
10	425	209	276	14475	252	427	49	428	1871	245
10	6693	9751	1755	4122	4264	9867	7547	9330	731	3271
10	11812	12689	7486	12481	10150	2785	11212	10962	4283	4356
10	4030	39	3445	78	737	9082	468	9858	8964	2038
10	11542	10159	9309	1474	4032	15	2739	10019	8851	5312
10	7077	6285	3142	8861	921	8754	1993	917	888	11135
10	16528	14854	14682	4838	16757	16651	16599	16645	16793	16761
10	10631	3642	3767	14963	2	4804	12187	5660	6959	11325
10	2298	1476	843	820	2470	849	3132	9059	9533	1995
10	2902	8792	212	8799	4448	7339	7825	12352	2535	8323
10	16475	767	1737	15357	15457	15197	1673	10163	13191	5098
10	4618	9234	8929	1140	7857	15911	7614	8791	5842	7615
10	3007	4202	4207	3261	6317	3001	2738	3810	1401	4420
10	667	6652	9202	6653	6867	6868	1168	6866	6694	7790
10	933	1854	6354	1895	9537	10996	1856	1867	1798	736
10	3608	2689	2758	3349	1919	3348	2299	7167	3351	3089
10	9423	6884	8733	8780	544	7691	10064	331	4849	647
10	75	10001	8160	5034	7534	7763	7672	8420	3981	7135
10	814	2865	628	2339	899	3680	5006	3092	5208	3679
10	7112	1722	11675	7101	10672	3556	2448	7111	896	5690
10	10382	4070	2201	15377	1334	11950	3011	1350	1277	1024
10	1179	2781	2164	10439	828	1899	4171	934	3336	1801
10	1469	11516	4885	5553	5554	4989	2246	1130	1929	5552
10	13797	5813	10491	321	15603	3438	10600	4686	3187	15194
10	12174	10322	12180	2623	10580	3133	3353	12151	12158	3053
10	10862	11246	12150	811	565	5594	11305	4935	3005	10370
10	11758	13017	718	1898	2549	9998	14108	11762	7734	10031
10	16467	2658	11072	14347	16637	14872	11649	7385	4965	39
10	5558	4554	4470	8935	8746	4557	3199	10206	2707	10162
10	4576	4137	7001	2902	212	5339	6300	8323	2877	7000
10	9991	6664	3987	1980	7085	11229	9368	6644	2111	13193
10	8392	12571	14177	917	7053	9712	10605	12563	13364	4234
10	5164	10469	14856	13304	16115	15630	14578	11295	3440	5518
10	7606	9766	9329	5961	2168	9210	10709	988	7324	6443
10	5088	7209	4912	3051	5823	3293	6196	1829	1919	2091
10	1419	1779	4368	3175	8596	4994	1809	2791	7349	5852
10	2449	1242	450	2450	875	2452	948	1038	2451	572
10	16855	14071	16758	16822	14606	16829	7379	13505	16317	16866
10	5048	9136	6084	11714	2687	863	12395	3988	8591	9030
10	4965	4798	5598	25	3865	113	4927	1500	169	123
10	16280	15481	12244	16469	16918	16151	14726	16495	16896	16748
10	1329	9109	8887	6327	1753	8224	6689	1765	3104	4719
10	151	521	2232	4828	453	9343	1034	1027	4946	14450
10	9842	4139	7836	6847	4620	6416	9843	6848	5025	5991
10	11235	13893	6781	7657	7915	1203	5560	9829	7102	4613
10	13703	13757	13650	13713	13706	13687	13719	13751	13700	13669
10	16910	15814	15753	16879	15171	16167	15768	15574	16015	15573
10	8508	1179	7486	5276	11329	12263	8224	10247	7211	7048
10	12575	10923	12811	777	10466	2227	15111	12880	15101	15690
10	16584	7935	12997	16396	15340	1988	9796	13376	15649	15042
10	5620	27	5622	5070	5621	5625	5616	5626	5628	5618
10	14313	11367	12039	16658	16031	16740	15871	12690	14895	13494
10	2155	10523	6573	4250	10797	1876	4261	4258	4654	4249
10	4636	3873	4091	441	4169	3481	3835	6206	3404	3387
10	7476	13344	8202	218	8604	1225	16353	8603	8426	8432
10	4929	10043	13267	2742	3132	7672	9045	7489	7680	10758
10	7448	6378	4660	10075	3750	6879	3749	7902	2235	3583
10	1122	1556	5086	1005	2235	4020	1565	1209	1255	1181
10	447	1285	4358	3923	2468	5194	4202	746	9564	11502
10	1131	1141	615	7170	8504	1134	888	1124	1361	1136
10	1196	16861	4067	6104	16065	1620	14431	3284	14067	10292
10	1403	3659	655	9552	4534	2340	717	14031	12330	876
10	7818	7477	4651	1213	1009	9392	7877	12935	13137	9953
10	12109	8095	4738	9790	7036	27	10601	4737	3783	8089
10	6966	15809	11656	9612	14666	9020	14667	16614	3294	13818
10	10392	3104	3834	3736	9758	14734	10039	5111	10421	5218
10	124	252	47	58	477	123	56	213	930	54
10	12985	13515	13115	12625	11888	10087	7922	2330	13138	9103
10	3710	4181	5429	9752	2240	9754	1174	1198	453	436
10	16141	1883	13238	8530	1548	9587	9554	6406	16838	11138
10	50	13568	12684	1561	12682	4015	13956	13965	13142	13378
10	9117	654	14	3175	481	3658	2340	286	243	400
10	15446	15088	8907	6544	9654	9613	13740	561	2375	4729
10	1632	12976	7365	50	1005	10249	9144	15	227	1590
10	2681	838	10409	2691	7421	856	2771	13795	2680	2000
10	6783	9604	6979	2461	6956	8587	6978	4506	4397	8811
10	5761	1722	7110	7112	7101	896	2448	7111	5690	3556
10	2311	8678	4415	8174	8541	8540	8173	8394	8685	8675
10	4799	6025	13100	8064	15838	1741	8004	13597	8381	14988
10	512	11036	5606	6432	9678	6528	5722	4557	11696	6715
10	12492	16947	8943	13804	16045	12272	4660	10573	8988	8817
10	3804	3292	36	14134	8460	1480	2599	3381	2710	7724
10	15324	16222	15582	15856	15799	15882	15323	16514	12774	15289
10	7630	12320	638	7184	10112	11686	10952	12646	9012	2766
10	14012	1699	13406	4144	11824	13924	11309	14475	12706	7697
10	6127	2505	3352	6280	7598	8760	8441	4430	5854	86
10	4348	6353	8281	1919	2216	3808	14718	13966	5322	13285
10	7726	9641	7638	8371	10275	7739	9711	8231	10411	12762
10	8609	14409	5639	12794	3836	12441	1556	5913	13323	14366
10	125	8236	925	8721	12652	359	755	11091	2816	1424
10	7321	9141	16502	6850	12998	6134	14573	1597	1577	1561
10	16342	15621	7810	16401	15431	14942	16706	16620	16555	16299
10	13185	1158	4732	8407	4069	10327	552	914	3028	109
10	5692	1344	7605	3468	3782	12635	1393	10094	133	551
10	8754	3766	3269	1928	7231	7152	3129	2743	1476	8081
10	14123	3630	7043	16147	9230	10713	2417	11648	7947	5354
10	13059	2865	3218	3414	7661	1090	1743	1181	4689	15294
10	6161	296	2235	16838	11633	15531	16807	12765	15944	16682
10	14230	5680	1737	15412	14415	15007	14498	12989	13191	7377
10	14834	14274	4933	9257	12339	10848	16456	7768	13247	10524
10	9228	7255	14288	11967	10662	4871	16297	11694	3	10272
10	10361	10387	10386	10775	9557	10332	9043	5161	9603	9593
10	10522	10065	3492	7657	328	2777	4069	1878	10531	9965
10	9194	8349	247	8326	2507	7942	7519	2473	3130	704
10	13263	1483	12167	7938	7353	4824	5873	1179	10832	3585
10	1687	1625	9549	1848	11351	1050	10364	10765	1873	14491
10	900	294	6350	902	9276	7444	3294	7509	4555	3187
10	6029	2393	7572	2563	5659	10301	666	2293	28	7564
10	1430	2918	2055	9180	9977	701	11606	5923	4484	148
10	8415	7095	1164	1665	1773	1000	1215	845	7094	1009
10	10520	15029	13055	9847	1944	13798	16320	5977	5312	3970
10	16043	16045	4179	15086	16788	14607	13995	10891	15047	15677
10	6694	9624	937	609	12133	3753	624	7790	7432	622
10	14604	14574	9507	7438	9589	10864	16703	12035	7969	4422
10	5140	3828	9874	377	8100	172	598	5413	2553	316
10	2240	1104	3919	5339	6408	4820	1184	8276	4822	7792
10	1615	5730	12164	9032	1113	5270	11726	8275	1767	3364
10	2078	16583	16691	16723	15109	15247	10328	16071	16954	16120
10	14859	14630	14758	9229	15292	928	6230	13525	16868	12354
10	14396	6524	4809	15185	5113	4643	1717	15903	8496	6437
10	16396	16013	14053	13610	12530	15197	10920	7155	1737	14148
10	1476	28	11663	4733	4423	8408	4735	4440	4427	4426
10	1606	11232	12156	8759	15361	2216	12569	7658	13889	6773
10	4179	16706	14064	14502	16711	6988	9684	16872	9517	16162
10	14177	14283	329	7672	2617	2888	7437	13364	10470	14226
10	5039	7010	690	10081	9552	7168	691	4535	4580	689
10	10125	1673	10283	11197	13886	767	10998	7904	12432	6357
10	7894	1264	9103	5773	6630	8355	447	2350	2914	882
10	226	679	3699	885	16	2245	2842	3389	2841	755
10	3723	10875	3136	4050	1769	1197	6515	2034	6931	1175
10	7583	2112	12894	13430	4002	1837	3966	888	1787	4009
10	10555	2459	3220	8081	4845	1167	1100	5541	2294	8021
10	2877	4137	6300	5339	7000	212	2902	8323	7001	4576
10	16266	16290	1568	15	13204	1557	9773	3204	26	1588
10	10723	11050	8714	8702	12260	13221	16349	5643	8290	8993
10	7052	12575	11146	1630	6949	7115	269	10133	31	7114
10	1387	791	7213	6822	2040	7434	1377	9597	1181	7212
10	4252	13978	4258	559	4654	10404	4255	4257	4262	4256
10	4713	8397	1985	4746	1888	154	4123	383	1444	1763
10	4018	7837	3071	5919	7836	2144	3595	8600	3800	6572
10	10163	15787	14500	16882	16706	3153	7785	16402	14502	16314
10	10954	13943	12190	6294	12191	3741	3776	14150	11964	14226
10	12492	8817	10787	3649	13804	8944	8989	8943	8988	14242
10	7296	1062	9730	11108	521	12155	14968	15031	3514	1045
10	5728	6951	14144	13934	1669	8133	520	11700	329	8801
10	380	15979	15367	14116	13883	16045	16294	1123	15323	11567
10	7352	3771	5590	2822	4292	7902	10009	2579	9950	10843
10	13634	13786	4130	13749	13638	13651	13679	13753	13671	13675
10	7499	6975	5753	8468	4314	7720	7498	2428	1700	7500
10	12284	8088	14455	13224	2191	13059	3721	15672	628	16803
10	11323	2221	11713	11963	12119	11793	12117	11571	11596	11369
10	13142	14494	10346	4194	2815	14071	13802	10472	14715	11703
10	10313	5855	42	10510	7647	2700	293	8719	8729	6043
10	2887	582	3944	2886	2882	2888	2885	3670	397	581
10	8217	9203	9883	9631	1049	9482	451	791	3683	7458
10	4459	4229	6916	628	4407	3726	2353	1498	1192	8074
10	13144	11141	15223	16045	16310	16269	16731	13195	15543	14733
10	9614	4697	12931	11856	9164	7743	8203	10891	10870	15920
10	4808	7886	8516	6549	2712	12571	5950	10128	5538	3256
